county_code,state,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k,gross_rent
a193534,842bd12,22800,2451,23.762,20,28.616,0.793826354,0.004343673,0.164516616,0.008204716,0.003408577,0.000301644,0.023769544,0.001628877,13.678,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.48,0.057,0.26,0.115,0.272,0.239,0.092,0.07,0.133,0.244,8.960374864,,13.85,259,2060,5649,0.507,0.273,0.163,0.137412237,0.32998997,0.375125376,0.157472417,13.36921991,9.001058948,645
0bd986c,20d32fc,23258,2394,21.89,48,32.794,0.611655472,0.327267601,0.034773064,0.000795561,0.004501465,0.000604224,0.020402614,0,14.144,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.422,0.072,0.22,0.077,0.322,0.36,0.139,0.101,,0.281,12.41166788,,21.57,287,8190,23399,0.494,0.195,0.181,0.237237237,0.354354354,0.293293293,0.115115115,9.065400389,10.79214332,604
c417d60,dc9ae72,16181,1474,24.553,10,26.759,0.942101227,0.001503471,0.026204795,0.008839199,0.00171537,0,0.019635938,0,8.154,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.506,0.054,0.149,0.064,0.357,0.247,0.118,0.08,0.144,0.304,8.392553436,,38.85,301,8159,16299,0.501,0.243,0.178,0.092092092,0.403403403,0.308308308,0.196196196,10.72352629,12.15748621,620
fadc43c,fb8cab1,3482,311,19.418,,23.684,0.968110542,0,0.001195481,0.00318795,0.004632489,0,0.022873538,0,7.888,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.455,0.056,0.191,0.111,0.324,0.115,0.112,,0.185,0.332,9.699650582,,,238,3540,1769,0.486,0.201,0.272,0.162512463,0.369890329,0.315054835,0.152542373,9.554140127,16.21308628,458
1193ea2,3745933,71680,9311,30.458,74,32.177,0.838811449,0.008492485,0.056639714,0.043990277,0.014216975,0.000595268,0.035160474,0.002093358,8.814,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.365,0.083,0.225,0.078,0.274,0.189,0.109,0.05,0.139,0.194,11.40467236,1.66,15.15,226,1179,1010,0.508,0.175,0.253,0.077309237,0.277108434,0.399598394,0.245983936,9.604769265,12.77875911,721
1e9d062,1b0d913,327257,56178,45.002,2990,28.693,0.488418582,0.201971178,0.233189788,0.004614665,0.027220559,0.007061234,0.036718416,0.000805577,12.081,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.411,0.058,0.247,0.114,0.289,0.196,0.097,0.091,0.134,0.271,8.929951424,5.27,14.09,262,1509,1240,0.502,0.279,0.091,0.10059761,0.28187251,0.385458167,0.232071713,19.25703693,6.314332407,873
3d639fc,c3dbf0a,13517,1088,19.099,16,26.302,0.965959631,0.007013342,0.01036405,0.003521765,0,0,0.013141213,0,15.037,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.41,0.059,0.273,0.061,0.308,0.207,0.146,0.069,0.111,0.353,12.97501913,,14.86,241,6759,1689,0.508,0.204,0.212,0.181544634,0.493480441,0.192577733,0.132397192,8.78293601,12.47324526,497
98f8dce,1b0d913,8242,969,21.485,1,29.793,0.657150845,0.016525377,0.307391986,0.000399405,0,0,0.018532387,0,12.522,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.501,0.042,0.335,0.148,0.297,,0.113,0.09,,0.289,9.197562561,,,325,4210,2070,0.51,0.237,0.21,0.223552894,0.31237525,0.308383234,0.155688623,8.390077821,13.74027237,582
4ec9ed0,528ea9f,63204,7756,30.677,192,33.64,0.94474368,0.009189474,0.022630201,0.001393853,0.006322119,0.001194731,0.01174819,0.00277775,20.069,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.408,0.073,0.224,0.06,0.314,0.273,0.123,0.09,0.069,0.328,13.44870328,2.79,26.78,308,1609,1409,0.507,0.226,0.169,0.19,0.413,0.253,0.144,11.13105643,12.51068033,550
95cec2c,5029ed4,10018,1315,26.241,1,21.161,0.882394946,0,0.076416507,0.000297533,0.005117575,0.000198356,0.035575083,0,5.359,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.489,0.043,0.201,0.111,0.233,0.166,0.057,0.1,0.233,0.245,10.68888683,,34.95,217,2720,1690,0.461,0.231,0.115,0.045180723,0.351405622,0.375502008,0.227911647,12.23819711,5.671359634,762
2dcb18a,08f8fb4,10155,994,25.966,8,28.99,0.906693732,0.052084694,0.013837666,0.006250565,0.002431892,0.001416929,0.017284521,0,10.357,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.494,0.054,0.195,0.077,0.317,0.36,0.106,0.079,0.223,0.302,9.855903669,,26.86,280,2720,3399,0.505,0.215,0.161,0.125376128,0.36108325,0.270812437,0.242728185,12.66444139,10.21009228,673
7489aee,9dda412,8553,667,18.666,0,22.443,0.94304881,0.003463652,0.032018871,0.002966,0.004090692,0.004190222,0.010221753,0,5.895,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.578,0.049,0.122,0.089,0.315,,0.091,0.06,,0.224,12.80926317,,29.11,200,2909,8630,0.506,0.217,0.233,0.109437751,0.365461847,0.34437751,0.180722892,9.889915818,12.36239477,532
dfa24dc,fa605d5,31930,3835,24.719,45,27.835,0.904948085,0.005146567,0.017045511,0.045062387,0.004817427,0.000299219,0.022481324,0.000199479,12.985,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.459,0.087,0.213,0.086,0.324,0.225,0.118,0.06,0.167,0.299,10.0403082,,24.93,256,2769,1479,0.506,0.193,0.21,0.123629113,0.381854437,0.293120638,0.201395813,8.929268331,13.83099955,547
4ff0c94,8036085,3632,495,27.131,0,21.754,0.942674079,0.001916187,0.018223735,0,0.007195681,0,0.029990319,0,8.582,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Mining-dependent,0.49,0.035,0.231,0.167,0.218,0.15,0.08,,0.223,0.287,11.1249106,,,208,3650,3620,0.498,0.219,0.226,0.076228686,0.379137412,0.290872618,0.253761284,7.096069869,13.37336245,578
fdb1bc8,7dd3518,1004,206,45.442,,19.905,0.752873851,0,0.045161226,0.0502136,0.105669665,0,0.045081188,0.00100047,2.996,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.785,0.119,,,,,,,,,,,,188,,,,,,0.026919242,0.289132602,0.325024925,0.35892323,7.862407862,1.965601966,1092
11c6922,e2f94fa,13032,1525,24.753,8,30.319,0.880971385,0.003771401,0.099094066,0.000199545,0.00500858,0.001097498,0.009857525,0,6.852,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Farm-dependent,0.537,0.041,0.153,0.055,0.292,0.168,0.088,0.07,0.215,0.31,11.59245649,,20.11,224,6590,2170,0.501,0.233,0.211,0.101898102,0.373626374,0.352647353,0.171828172,12.06869875,12.68760638,599
bc9a326,1b0d913,18913,1509,23.274,,19.015,0.575935636,0.018029691,0.391520521,0.002722031,0.00507242,0.003123807,0.001396171,0.002199723,9.449,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.486,0.033,0.418,0.225,0.316,,0.097,0.07,,0.269,9.1709929,,34.35,289,9249,6000,0.494,0.343,0.095,0.395024876,0.27761194,0.209950249,0.117412935,20.5248727,6.476041259,703
02f0ae2,20d32fc,82032,9771,29.335,443,31.975,0.88060617,0.048982342,0.048922006,0.003730743,0.005892764,0.00110615,0.009955352,0.000804473,14.875,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.437,0.073,0.24,0.06,0.298,0.223,0.117,0.09,0.091,0.285,12.95477123,4.91,17.53,292,3599,2280,0.51,0.217,0.165,0.231,0.318,0.314,0.137,10.34233749,11.24805699,619
39de4b8,a952566,15623,1397,22.188,8,18.449,0.939964419,0.024575087,0.025972198,0.00190972,0,0,0.007578575,0,6.757,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.537,0.047,0.216,0.091,0.279,0.271,0.114,0.07,,0.238,12.92052811,,24.98,252,7729,3069,0.503,0.209,0.191,0.168844221,0.354773869,0.292462312,0.183919598,10.15522062,11.44069158,711
a10171a,1b0d913,14382,987,24.648,0,31.872,0.063497648,0.000100519,0.936401833,0,0,0,0,0,29.963,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Mining-dependent,0.485,0.051,0.467,0.174,0.306,,0.083,0.09,,0.285,8.369908143,,17.06,267,7159,7140,0.493,0.339,0.108,0.467065868,0.25748503,0.190618762,0.084830339,20.1421801,6.202955116,616
532e7f0,09d8cd0,43506,4749,26.067,,28.784,0.901618361,0.007739554,0.061301237,0.002083726,0.01390143,0,0.011976464,0.001379228,11.044,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.486,0.05,0.219,0.094,0.319,0.234,0.102,0.079,0.152,0.311,13.52700267,,15.73,294,1979,1789,0.505,0.243,0.15,0.124373119,0.481444333,0.244734203,0.149448345,13.66956801,11.28427426,622
5e25146,1b0d913,13905,1131,32.983,23,26.409,0.56458417,0.185978305,0.217748092,0.001506629,0.002721977,0.001406187,0.02605464,0,17.297,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.362,0.049,0.369,0.19,0.313,,0.102,0.07,,0.276,8.538131967,,32.12,337,4049,6869,0.427,0.211,0.146,0.234297109,0.367896311,0.29112662,0.10667996,12.10364196,10.00181192,579
d37313e,b44cfe6,167089,11561,17.896,,29.612,0.904554321,0.031151718,0.028623751,0.00140332,0.016969226,9.95E-05,0.015914248,0.001283889,3.421,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.553,0.048,0.098,0.04,0.285,0.176,0.086,0.07,0.194,0.213,12.90787509,0.46,14.59,266,1749,1870,0.505,0.231,0.142,0.079079079,0.305305305,0.283283283,0.332332332,9.38014655,8.932620474,1121
703085a,c479f0c,22605,2141,20.907,12,23.339,0.949228785,0.002699001,0.030738627,0.001899297,0.004018513,0.000199926,0.01121585,0,5.613,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.523,0.061,0.169,0.045,0.268,,0.101,0.07,0.216,0.298,11.93909191,,14.1,226,2519,2520,0.503,0.203,0.227,0.076693227,0.381474104,0.304780876,0.237051793,7.707819852,11.56172978,665
fd69ea6,08f8fb4,12304,1403,25.384,3,27.382,0.95519454,0.004570357,0.017732584,0.001197473,0.002484757,0.000199579,0.015906437,0.002714273,12.379,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Nonspecialized,0.427,0.08,0.197,0.076,0.351,0.262,0.105,0.06,0.193,0.345,9.681900942,,16.58,336,6309,1569,0.522,0.238,0.196,0.123123123,0.493493493,0.24024024,0.143143143,13.54639844,15.5743024,520
db0aad2,9d1e27d,18277,1986,21.03,-1,29.246,0.934704892,0.032284084,0.020304518,0.004082811,0.001892035,0.000199162,0.006532498,0,10.188,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.467,0.077,0.214,0.061,0.314,0.223,0.133,0.09,,0.283,15.0371288,,39.06,336,3690,3070,0.503,0.23,0.182,0.163836164,0.42957043,0.272727273,0.133866134,10.23693552,12.87872534,603
0a6749e,52acab4,21561,2751,37.802,,23.108,0.47687066,0.021654267,0.452842371,0.001897232,0.021991994,0,0.022846245,0.001897232,9.466,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.435,0.037,0.338,0.182,0.306,0.156,0.087,0.06,,0.317,11.60538249,,28.7,300,3669,2360,0.474,0.286,0.102,0.305389222,0.28243513,0.221556886,0.190618762,18.45645287,7.621321335,712
c12ff44,1b0d913,3999,511,27.01,-1,27.072,0.697877316,0.086906118,0.204882973,0,0.002298575,0,0.008035018,0,10.978,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.42,0.049,0.3,0.179,0.3,,0.114,0.08,,0.291,9.595152574,,,264,1359,1039,0.495,0.245,0.196,0.207377866,0.331006979,0.283150548,0.178464606,11.33073146,17.87737631,577
070d494,0f8930b,43172,4757,25.444,175,36.006,0.917271005,0.026934791,0.020168851,0.004424647,0.008144922,0.00108136,0.021875217,9.92E-05,12.925,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.447,0.08,0.204,0.052,0.31,0.291,0.103,0.071,0.197,0.246,11.6474905,,12.04,278,2120,1960,0.501,0.193,0.162,0.105315948,0.342026078,0.324974925,0.227683049,9.66820479,9.089962877,668
3cc2d74,fb8cab1,670,55,14.237,,14.751,0.973272607,0.005902799,0.003026308,0,0,0,0.017798286,0,7.219,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.676,0.021,0.128,0.089,0.296,,0.091,,,0.319,9.866741143,,,150,,,0.458,0.217,0.186,0.119760479,0.323353293,0.301397206,0.255489022,14.42622951,5.245901639,588
78527b4,8036085,11172,1498,36.128,14,21.157,0.911019136,0.003662458,0.044247261,0.022312212,0.0034441,0,0.015314832,0,7.804,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Mining-dependent,0.633,0.024,0.223,0.14,0.31,0.186,0.069,0.08,0.201,0.292,10.19833183,,30.92,290,2709,1680,0.481,0.239,0.137,0.076,0.385,0.374,0.165,16.44751308,8.795461542,670
9255634,dc9ae72,5890,690,23.816,1,24.297,0.9048276,0.000899739,0.064611263,0.013875976,0.000499855,0.000499855,0.014785712,0,11.537,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Mining-dependent,0.51,0.037,0.213,0.093,0.286,0.231,0.116,0.06,0.108,0.359,10.18141025,,48.3,278,1510,1990,0.503,0.237,0.212,0.115,0.366,0.323,0.196,14.91641663,13.54479211,576
a677be0,20d32fc,73233,8656,27.733,243,28.135,0.844548685,0.036036762,0.100983461,0.003402353,0.005707498,0.000201323,0.008918595,0.000201323,14.628,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.456,0.062,0.26,0.089,0.308,0.274,0.127,0.081,,0.263,12.72675689,4.48,17.78,270,3099,1389,0.51,0.226,0.178,0.234234234,0.311311311,0.306306306,0.148148148,10.22733513,11.39421229,597
4d0a9ec,a952566,22794,3250,35.044,89,26.301,0.620646278,0.32993187,0.0242631,0.00359267,0.014149282,0,0.0074168,0,15.198,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Federal/State government-dependent,0.434,0.077,0.211,0.064,0.34,0.255,0.1,0.11,,0.284,12.4415949,,27.28,293,3449,1939,0.506,0.173,0.143,0.178821179,0.348651349,0.230769231,0.241758242,9.512173837,9.163103238,763
4935600,9d1e27d,16353,1716,23.782,,34.518,0.933630125,0.034300397,0.020795363,0.001912217,0.004959814,0,0.004402084,0,17.284,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.421,0.087,0.226,0.063,0.343,0.249,0.139,0.09,,0.349,14.64945422,,30.22,424,5499,5470,0.513,0.2,0.211,0.207622869,0.459378134,0.225677031,0.107321966,8.52141159,15.56083856,465
cf8078a,0f8930b,13881,1106,19.433,29,30.186,0.954697367,0.0045991,0.016610633,0.002713569,0.005826192,0,0.015553139,0,10.692,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.386,0.097,0.176,0.047,0.298,0.35,0.109,0.091,0.301,0.239,11.30113335,,,266,2839,1159,0.493,0.192,0.221,0.125502008,0.355421687,0.347389558,0.171686747,9.110629067,12.50903832,571
45c1570,78e8330,5647,475,22.128,,20.51,0.954068796,0.003713544,0.027836483,0.010224825,0,0,0.004156351,0,5.748,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Farm-dependent,0.557,0.027,0.162,0.073,0.287,,0.097,0.07,0.19,0.291,11.91890713,,34.19,277,5919,5550,0.496,0.252,0.192,0.092721834,0.333998006,0.335992024,0.237288136,13.12289413,14.18691257,554
4f20412,1646cf6,440671,44006,25.995,773,30.386,0.849172435,0.052713412,0.064309359,0.000702177,0.013511887,0.000100311,0.018286689,0.001203732,7.879,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.528,0.054,0.141,0.055,0.328,0.195,0.1,0.08,0.16,0.232,12.6672909,2.39,12.56,240,2170,1379,0.508,0.227,0.149,0.115653041,0.408773679,0.247258225,0.228315055,11.22191821,8.639240111,853
27fe384,e2f94fa,218249,25323,26.494,830,27.457,0.881462256,0.041627,0.029251135,0.002204608,0.019621008,0.000100209,0.025132527,0.000601257,6.276,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.555,0.044,0.107,0.031,0.28,0.161,0.088,0.07,0.195,0.23,11.07863583,1.74,8.63,216,1490,1589,0.511,0.241,0.135,0.055888224,0.273453094,0.358283433,0.31237525,12.5255665,7.604808231,787
a9c9e38,c479f0c,16209,1622,22.349,12,25.695,0.956411181,0.011903332,0.012193657,0.005556223,0.003483902,0,0.009851033,0.000600673,8.962,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.49,0.058,0.184,0.04,0.288,,0.098,0.07,,0.259,11.19121786,,17,212,2410,1820,0.498,0.224,0.193,0.126126126,0.429429429,0.293293293,0.151151151,11.15994888,12.78094704,557
8c6e70e,528ea9f,27336,2644,22.088,-1,27.822,0.967036491,0.008278461,0.012547982,0.002214939,0.001413151,0,0.007817433,0.000691542,13.217,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.386,0.106,0.227,0.067,0.322,0.331,0.123,0.1,0.081,0.398,13.13572766,10.29,35,316,3490,4589,0.508,0.228,0.153,0.201798202,0.416583417,0.253746254,0.127872128,14.40163755,9.613275824,611
fff3790,08f8fb4,38067,4167,28.988,65,25.594,0.89963522,0.001199137,0.069791814,0.005461618,0.00536085,0,0.018551361,0,14.641,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.461,0.059,0.247,0.1,0.298,0.275,0.118,0.079,,0.271,9.507827354,,26.06,308,2780,1840,0.51,0.26,0.166,0.160320641,0.389779559,0.281563126,0.168336673,12.19175743,12.08665607,582
70ebdce,528ea9f,10667,1101,24.249,0,26.15,0.952193561,0.016083093,0.024678187,0.002334967,0.000905806,0.000815226,0.002989161,0,13.478,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Farm-dependent,0.516,0.05,0.199,0.076,0.335,0.332,0.126,0.09,,0.399,13.34698766,,17.01,295,2690,2710,0.51,0.24,0.158,0.160358566,0.469123506,0.248007968,0.12250996,10.81894727,11.00710287,576
6c5e2e4,485e9af,24043,2442,23.106,,26.395,0.684798033,0.16690984,0.037495253,0.075340275,0.004067316,0.000599604,0.030789679,0,14.719,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.379,0.065,0.317,0.092,0.368,0.237,0.141,0.12,0.145,0.332,9.790280139,,39.52,335,6189,6129,0.505,0.242,0.179,0.17447657,0.420737787,0.264207378,0.140578265,11.97034337,11.43188502,629
5db2028,1b0d913,49640,7005,34.526,254,29.363,0.750030077,0.125350898,0.071362688,0.0030077,0.008381457,0.00240616,0.03916025,0.00030077,15.175,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.449,0.061,0.296,0.136,0.278,0.234,0.125,0.1,,0.309,10.31319838,5.49,21.24,343,2019,1920,0.521,0.24,0.177,0.149298597,0.349699399,0.339679359,0.161322645,14.72730215,12.90661919,653
ba30ffa,698ab34,60742,5880,23.012,179,28.638,0.626785945,0.325853629,0.030888529,0.001677969,0.00409067,0.000297864,0.008816784,0.00158861,15.223,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Recreation,0.408,0.086,0.25,0.111,0.354,0.179,0.134,0.111,0.162,0.282,12.2400118,6.43,30,242,2159,1760,0.524,0.205,0.22,0.138308458,0.311442786,0.292537313,0.257711443,9.756822347,11.27565087,723
e38f126,158df01,42657,3717,21.47,105,27.044,0.898977835,0.005056085,0.081046649,0.000995292,0.00330437,0,0.010221652,0.000398117,7.608,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.525,0.059,0.155,0.063,0.306,0.254,0.121,0.06,,0.252,12.81030549,,25.71,273,3300,2119,0.504,0.25,0.151,0.098,0.409,0.32,0.173,12.51089697,9.141672361,690
895bf28,9e0007d,12643,1458,26.227,,31.834,0.731536015,0.209046124,0.031143709,0.011749125,0,0,0.01632436,0.000200668,13.426,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.44,0.066,0.231,0.064,0.329,0.22,0.122,0.091,,0.317,10.75058992,,26.16,366,3259,2160,0.51,0.231,0.178,0.152,0.404,0.345,0.099,12.34958835,12.03293224,619
c4b0b58,08f8fb4,29123,3946,35.386,35,27.399,0.904314065,0.050976172,0.015510114,0.004848168,0.00850944,0,0.015842042,0,14.557,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.51,0.054,0.194,0.063,0.281,0.237,0.088,0.081,0.114,0.32,10.34678067,,17.06,307,2149,1139,0.517,0.236,0.162,0.156469408,0.385155466,0.263791374,0.194583751,13.37305987,11.22505543,625
db8c014,1b0d913,10398,1069,24.063,4,21.399,0.627799598,0.020727771,0.335811871,0.004217512,0.005936497,0,0.005506751,0,15.568,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.478,0.042,0.322,0.135,0.326,,0.11,0.11,,0.274,9.740856088,,24.66,282,5320,1309,0.504,0.24,0.206,0.203796204,0.391608392,0.22977023,0.174825175,9.488309048,13.36108825,537
1fd951e,e2f94fa,9985,1046,22.859,9,26.889,0.883843472,0.014467931,0.091059302,0.003848711,0.001712777,0,0.005067806,0,7.983,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.584,0.04,0.171,0.056,0.324,0.211,0.093,0.07,0.282,0.285,12.2362852,,,243,2120,1680,0.499,0.224,0.19,0.105894106,0.347652348,0.383616384,0.162837163,11.34464421,11.44593568,577
1dadc30,375d4d3,60791,6747,24.886,229,28.146,0.951084899,0.00535974,0.015591066,0.002102054,0.010629819,0,0.013548786,0.001683636,7.414,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a large metro area,Recreation,0.522,0.041,0.182,0.043,0.269,0.18,0.094,0.06,0.167,0.208,10.44309628,2.61,9.21,238,1690,1499,0.51,0.2,0.182,0.083333333,0.315261044,0.3062249,0.295180723,8.802816901,10.72947117,877
58ee3e4,e899d7f,49411,7875,38.086,82,27.389,0.695954291,0.196381054,0.060168496,0.005091026,0.011758563,0.000200829,0.025173968,0.005271772,13.949,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.413,0.071,0.201,0.051,0.354,0.212,0.138,0.09,0.145,0.309,12.46513018,5.77,20.34,290,3210,4169,0.51,0.242,0.143,0.145708583,0.323353293,0.367265469,0.163672655,13.45544774,9.299792217,671
b3b24a2,4522abc,11167,1369,31.089,-1,28.732,0.743550289,0.15075638,0.07858556,0,0.012190004,0.002897624,0.012020143,0,13.024,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Nonspecialized,0.429,0.07,0.325,0.126,0.309,,0.112,0.1,,0.335,12.64897431,,43.59,402,3839,2240,0.506,0.259,0.136,0.225,0.404,0.242,0.129,11.77887833,11.86811226,596
91d6ec4,bc77872,628235,63143,25.565,21,34.231,0.760057098,0.067459921,0.101788816,0.000499112,0.052207071,0.000299467,0.015781908,0.001906606,5.288,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.517,0.06,0.152,0.045,0.225,0.159,0.084,0.08,0.184,0.219,10.91262371,1.8,6.51,244,1090,870,0.513,0.227,0.147,0.072927073,0.257742258,0.245754246,0.423576424,9.549001518,8.226023815,1258
